Id,ValorVencido,Sexo,EstadoCivil,DataNascimento,ValorPago
20520,"861,2",F,SOLTEIRO,1953-05-13 00:00:00,"215,3"
20521,"368,54",F,CASADO,1981-05-24 00:00:00,"368,54"
20522,"738,16",M,SOLTEIRO,1977-06-16 00:00:00,100
20523,"124,17",F,SOLTEIRO,1980-10-26 00:00:00,"124,17"
20524,"1.442,6",F,SOLTEIRO,1976-12-28 00:00:00,200
20525,"1.757,87",M,CASADO,1984-09-13 00:00:00,150
20526,"39,96",F,CASADO,1979-08-11 00:00:00,"39,96"
20527,"361,84",M,CASADO,1988-02-23 00:00:00,"241,16"
20528,"331,27",F,CASADO,1987-08-10 00:00:00,"331,27"
20529,"245,98",F,Outros,1971-04-26 00:00:00,"245,98"
20530,"717,27",F,CASADO,1994-08-30 00:00:00,"717,27"
20531,"187,4",M,CASADO,1979-03-13 00:00:00,"187,4"
20532,"779,8",F,CASADO,1985-05-21 00:00:00,100
20533,"285,79",F,CASADO,1974-02-26 00:00:00,286
20534,"789,62",M,SOLTEIRO,1969-09-21 00:00:00,"789,62"
20535,"2.805,7",M,CASADO,1986-10-24 00:00:00,200
20536,"163,78",M,CASADO,1989-12-08 00:00:00,"163,78"
20537,"156,2",M,CASADO,1990-12-01 00:00:00,"156,2"
20538,"285,51",M,CASADO,1981-10-10 00:00:00,"285,51"
20539,"237,62",M,CASADO,1978-11-11 00:00:00,"237,62"
20540,"139,45",M,CASADO,1995-02-27 00:00:00,"139,45"
20541,"309,54",F,SOLTEIRO,1985-12-28 00:00:00,"309,54"
20542,"187,93",M,SOLTEIRO,1976-05-13 00:00:00,"187,93"
20543,"226,63",F,Outros,1936-07-19 00:00:00,"226,63"
20544,"326,37",F,Outros,1978-12-06 00:00:00,"326,37"
20545,"143,44",M,CASADO,1996-07-27 00:00:00,"143,44"
20546,"218,12",M,CASADO,1986-12-24 00:00:00,"218,12"
20547,"182,41",M,CASADO,1987-04-16 00:00:00,"182,41"
20548,"288,57",F,Outros,1975-03-07 00:00:00,"288,57"
20549,"83,26",F,CASADO,1990-06-26 00:00:00,"83,26"
20550,"202,15",M,SOLTEIRO,1976-06-04 00:00:00,"202,15"
20551,"104,52",F,CASADO,1992-02-21 00:00:00,"104,52"
20552,"557,88",M,Outros,1978-06-16 00:00:00,"557,88"
20553,"1.300,02",F,CASADO,1969-10-04 00:00:00,"1.300,02"
20554,"526,2",F,CASADO,1977-03-16 00:00:00,50
20555,"117,72",F,CASADO,1991-01-31 00:00:00,"117,72"
20556,"830,15",F,CASADO,1959-12-29 00:00:00,100
20557,"405,41",M,CASADO,1983-02-12 00:00:00,"405,41"
20558,"334,55",F,CASADO,1994-01-06 00:00:00,"334,55"
20559,"97,92",F,SOLTEIRO,1973-05-16 00:00:00,"97,92"
20560,"97,54",F,Outros,1986-02-13 00:00:00,"97,54"
20561,"165,86",F,Outros,1973-04-26 00:00:00,"165,86"
20562,"128,53",M,CASADO,1971-10-17 00:00:00,"128,53"
20563,"1.474,4",F,SOLTEIRO,1975-08-07 00:00:00,50
20564,"809,79",F,SOLTEIRO,1989-11-11 00:00:00,"809,79"
20565,"2.097,7",M,CASADO,1963-06-30 00:00:00,200
20566,"71,11",F,CASADO,1989-07-14 00:00:00,"71,11"
20567,"52,03",F,SOLTEIRO,1969-03-26 00:00:00,"52,03"
20568,"78,52",M,Outros,1993-08-02 00:00:00,"78,52"
20569,"150,33",M,CASADO,1976-07-30 00:00:00,"150,33"
20570,"117,63",F,CASADO,1963-10-15 00:00:00,"117,63"
20571,"634,9",F,Outros,1957-03-26 00:00:00,50
20572,"1.132,56",F,SOLTEIRO,1982-04-18 00:00:00,"1.132,56"
20573,"2.886,6",F,CASADO,1949-12-26 00:00:00,100
20574,"345,82",F,CASADO,1988-06-29 00:00:00,"345,82"
20575,282,F,CASADO,1969-11-25 00:00:00,282
20576,"141,41",F,CASADO,1988-05-05 00:00:00,"141,41"
20577,"3.632,96",F,CASADO,1972-07-02 00:00:00,"3.632,96"
20578,"577,96",F,CASADO,1947-09-21 00:00:00,100
20579,"2.692,16",M,CASADO,1997-01-24 00:00:00,200
20580,"74,23",F,SOLTEIRO,1975-07-09 00:00:00,"74,23"
20581,"156,46",F,CASADO,1985-08-25 00:00:00,"156,46"
20582,"403,64",F,CASADO,1974-05-13 00:00:00,"403,64"
20583,"121,52",F,SOLTEIRO,1980-08-30 00:00:00,"121,52"
20584,"102,64",F,SOLTEIRO,1983-01-16 00:00:00,"102,64"
20585,"54,25",F,CASADO,1987-02-22 00:00:00,"54,25"
20586,"51,45",M,CASADO,1988-12-11 00:00:00,"51,45"
20587,"175,08",F,Outros,1981-06-21 00:00:00,"175,08"
20588,"203,91",M,CASADO,1964-05-04 00:00:00,"203,91"
20589,"80,99",F,SOLTEIRO,1950-11-28 00:00:00,"80,99"
20590,"266,64",F,Solteiro,1984-09-13 00:00:00,"266,64"
20591,"692,35",F,SOLTEIRO,1977-11-18 00:00:00,"692,35"
20592,"560,76",F,SOLTEIRO,1965-03-13 00:00:00,60
20593,"117,06",F,CASADO,1978-05-08 00:00:00,"117,06"
20594,"61,21",M,CASADO,1980-12-10 00:00:00,"61,21"
20595,"1.775,68",F,CASADO,1976-02-07 00:00:00,150
20596,"75,91",F,SOLTEIRO,1981-07-10 00:00:00,"75,91"
20597,"1.661,56",M,CASADO,1990-06-26 00:00:00,100
20598,"93,5",F,SOLTEIRO,1966-05-15 00:00:00,"93,5"
20599,"129,3",M,CASADO,1988-02-16 00:00:00,"129,3"
20600,"466,46",F,CASADO,1961-03-02 00:00:00,"466,46"
20601,"372,81",F,CASADO,1991-01-03 00:00:00,"372,81"
20602,"286,43",F,SOLTEIRO,1947-08-02 00:00:00,150
20603,"286,43",F,SOLTEIRO,1947-08-02 00:00:00,"84,91"
20604,"38,4",F,Outros,1993-09-01 00:00:00,"38,6"
20605,"50,03",M,CASADO,1993-02-28 00:00:00,"50,03"
20606,"228,94",M,CASADO,1987-04-14 00:00:00,75
20607,"111,62",M,SOLTEIRO,1989-11-03 00:00:00,"111,62"
20608,"159,93",F,CASADO,1994-10-04 00:00:00,"159,93"
20609,"154,69",F,CASADO,1995-03-14 00:00:00,"154,69"
20610,"271,64",M,CASADO,1993-02-22 00:00:00,"271,64"
20611,"148,31",F,CASADO,1994-09-06 00:00:00,"148,31"
20612,"166,23",F,Outros,1993-06-25 00:00:00,"166,23"
20613,"636,8",F,SOLTEIRO,1995-11-08 00:00:00,50
20614,"101,76",F,Outros,1968-12-08 00:00:00,"101,76"
20615,"262,42",M,CASADO,1980-08-11 00:00:00,"262,42"
20616,"114,39",M,CASADO,1996-11-16 00:00:00,"114,39"
20617,"289,02",M,CASADO,1996-05-15 00:00:00,"289,02"
20618,"286,99",F,CASADO,1984-04-09 00:00:00,"286,99"
20619,"402,88",F,Outros,1986-02-02 00:00:00,100
20620,"167,12",F,SOLTEIRO,1988-08-29 00:00:00,"167,12"
20621,"1.661,26",F,SOLTEIRO,1976-10-29 00:00:00,250
20622,"285,49",F,SOLTEIRO,1969-08-25 00:00:00,"285,49"
20623,"192,38",M,SOLTEIRO,1977-02-22 00:00:00,"192,38"
20624,"575,1",M,CASADO,1982-07-05 00:00:00,"575,1"
20625,"515,25",F,SOLTEIRO,1952-08-10 00:00:00,90
20626,"500,37",F,CASADO,1990-06-04 00:00:00,"500,37"
20627,"381,8",M,CASADO,1984-03-04 00:00:00,"381,8"
20628,"74,47",M,CASADO,1996-03-22 00:00:00,75
20629,"1.803,06",F,CASADO,1990-08-31 00:00:00,"1.803,06"
20630,"139,99",M,CASADO,1995-04-04 00:00:00,"139,99"
20631,"899,94",F,CASADO,1962-07-22 00:00:00,"899,94"
20632,"307,1",M,CASADO,1995-04-11 00:00:00,"307,1"
20633,"436,62",M,CASADO,1990-03-30 00:00:00,250
20634,"272,21",M,CASADO,1993-09-08 00:00:00,"272,21"
20635,"510,34",M,CASADO,1996-06-20 00:00:00,"510,34"
20636,"632,94",F,CASADO,1991-04-22 00:00:00,150
20637,"531,57",F,CASADO,1995-02-09 00:00:00,"531,57"
20638,"4.050,68",F,SOLTEIRO,1964-10-26 00:00:00,500
20639,"418,71",F,SOLTEIRO,1969-02-03 00:00:00,"418,71"
20640,"1.315,74",F,CASADO,1992-02-08 00:00:00,50
20641,"283,94",F,CASADO,1991-10-21 00:00:00,"283,94"
20642,"384,17",F,CASADO,1985-05-13 00:00:00,"384,17"
20643,"72,57",F,SOLTEIRO,1983-01-01 00:00:00,"72,57"
20644,"638,94",F,SOLTEIRO,1944-01-03 00:00:00,"106,49"
20645,"1.157,52",F,CASADO,1992-05-04 00:00:00,"96,46"
20646,"32,15",F,SOLTEIRO,1986-12-18 00:00:00,"32,15"
20647,"213,51",F,CASADO,1993-10-16 00:00:00,"213,51"
20648,"3.741,37",F,SOLTEIRO,1969-08-25 00:00:00,250
20649,"221,33",F,CASADO,1995-03-02 00:00:00,"221,33"
20650,"105,28",F,CASADO,1976-11-14 00:00:00,"105,28"
20651,"116,22",M,CASADO,1986-11-22 00:00:00,"116,22"
20652,"219,65",F,CASADO,1979-04-11 00:00:00,"219,65"
20653,"497,7",F,SOLTEIRO,1995-05-13 00:00:00,"497,7"
20654,263,F,CASADO,1986-01-16 00:00:00,263
20655,"378,01",F,CASADO,1981-11-21 00:00:00,"378,01"
20656,"88,28",F,SOLTEIRO,1960-04-04 00:00:00,"88,28"
20657,"188,32",F,CASADO,1958-10-16 00:00:00,"188,32"
20658,"211,66",M,CASADO,1992-01-01 00:00:00,"211,66"
20659,"1.055,13",F,CASADO,1965-04-18 00:00:00,"1.055,13"
20660,"432,32",F,CASADO,1996-06-21 00:00:00,"432,32"
20661,"117,05",F,CASADO,1995-03-19 00:00:00,"117,05"
20662,"274,61",F,Casado,1951-10-06 00:00:00,"274,61"
20663,"153,28",F,CASADO,1953-11-10 00:00:00,"153,28"
20664,169,F,Outros,1987-07-22 00:00:00,169
20665,"155,58",M,SOLTEIRO,1978-02-16 00:00:00,"155,58"
20666,"329,72",F,CASADO,1992-01-21 00:00:00,"329,72"
20667,"279,64",F,SOLTEIRO,1981-10-02 00:00:00,50
20668,"1.342,4",M,CASADO,1936-11-14 00:00:00,150
20669,"67,47",F,CASADO,1987-03-05 00:00:00,"67,47"
20670,"101,27",F,SOLTEIRO,1991-08-25 00:00:00,"101,27"
20671,"268,08",M,CASADO,1990-07-16 00:00:00,"268,08"
20672,"156,88",M,CASADO,1985-05-06 00:00:00,"156,88"
20673,"581,6",M,CASADO,1947-03-10 00:00:00,60
20674,"1.739,65",M,CASADO,1985-04-16 00:00:00,200
20675,"2.086,82",F,CASADO,1983-08-09 00:00:00,100
20676,"2.398,87",M,SOLTEIRO,1962-12-03 00:00:00,100
20677,"244,92",M,Outros,1993-08-06 00:00:00,"244,9"
20678,"4.399,25",F,CASADO,1977-11-16 00:00:00,300
20679,"1.013,78",M,CASADO,1960-07-16 00:00:00,"1.013,78"
20680,"588,79",M,Outros,1989-09-05 00:00:00,"588,79"
20681,"1.107,88",M,CASADO,1944-01-06 00:00:00,"1.107,88"
20682,"321,68",M,CASADO,1995-11-23 00:00:00,"321,68"
20683,"665,36",M,CASADO,1993-01-21 00:00:00,"665,36"
20684,"1.541,25",M,CASADO,1977-12-05 00:00:00,"1.541,25"
20685,"354,54",F,SOLTEIRO,1982-11-26 00:00:00,"354,54"
20686,"908,09",F,SOLTEIRO,1978-04-12 00:00:00,"908,09"
20687,"190,21",F,Outros,1954-11-15 00:00:00,"190,21"
20688,"150,21",F,Outros,1975-05-17 00:00:00,"150,21"
20689,"717,12",F,SOLTEIRO,1975-08-22 00:00:00,150
20690,"3.725,44",F,SOLTEIRO,1967-02-22 00:00:00,200
20691,"1.930,02",F,CASADO,1988-08-18 00:00:00,150
20692,"140,86",F,CASADO,1980-04-06 00:00:00,"140,86"
20693,"1.400,08",F,SOLTEIRO,1969-06-02 00:00:00,100
20694,"100,52",F,CASADO,1968-06-22 00:00:00,"100,52"
20695,"100,35",M,CASADO,1990-01-14 00:00:00,"100,35"
20696,"202,72",F,CASADO,1985-10-14 00:00:00,"202,72"
20697,"116,31",F,CASADO,1994-11-20 00:00:00,"116,31"
20698,"2.291,08",F,SOLTEIRO,1970-11-10 00:00:00,100
20699,"393,5",M,SOLTEIRO,1961-05-30 00:00:00,50
20700,"2.408,6",M,SOLTEIRO,1971-10-11 00:00:00,100
20701,"78,89",M,SOLTEIRO,1979-12-21 00:00:00,"78,89"
20702,"348,97",M,CASADO,1988-09-16 00:00:00,"348,97"
20703,"5.681,8",F,SOLTEIRO,1936-11-29 00:00:00,500
20704,"115,95",F,CASADO,1983-02-05 00:00:00,"115,95"
20705,"117,67",F,CASADO,1995-04-28 00:00:00,"117,67"
20706,"406,28",F,CASADO,1990-12-04 00:00:00,50
20707,"1.653,76",M,SOLTEIRO,1961-12-01 00:00:00,100
20708,"122,69",M,CASADO,1980-09-06 00:00:00,"122,69"
20709,"288,7",M,SOLTEIRO,1968-12-03 00:00:00,"288,7"
20710,"874,96",F,SOLTEIRO,1983-02-15 00:00:00,"874,96"
20711,"734,33",M,CASADO,1975-06-20 00:00:00,"734,33"
20712,"5.912,23",M,CASADO,1981-09-13 00:00:00,"5.912,23"
20713,"229,05",F,CASADO,1994-01-15 00:00:00,"229,05"
20714,"159,09",F,CASADO,1994-07-28 00:00:00,"159,09"
20715,"64,88",F,CASADO,1986-02-07 00:00:00,"64,88"
20716,"255,41",F,CASADO,1976-08-24 00:00:00,"255,41"
20717,"2.415,36",F,CASADO,1984-06-20 00:00:00,150
20718,"196,69",M,CASADO,1992-07-09 00:00:00,"196,69"
20719,"177,29",M,CASADO,1986-11-13 00:00:00,"177,29"
20720,"11.044,72",M,SOLTEIRO,1977-05-23 00:00:00,700
20721,"312,96",M,CASADO,1979-07-18 00:00:00,"312,96"
20722,"203,99",F,SOLTEIRO,1981-12-06 00:00:00,50
20723,1.348,M,SOLTEIRO,1991-02-08 00:00:00,250
20724,"109,81",M,CASADO,1976-10-04 00:00:00,"109,81"
20725,"1.169,15",F,SOLTEIRO,1985-06-19 00:00:00,50
20726,"288,68",F,Outros,1996-06-29 00:00:00,50
20727,"226,13",M,CASADO,1972-08-03 00:00:00,"226,13"
20728,"356,18",M,CASADO,1991-12-17 00:00:00,"356,18"
20729,"400,08",F,SOLTEIRO,1974-08-21 00:00:00,"400,08"
20730,"97,98",M,CASADO,1990-12-23 00:00:00,"97,98"
20731,"306,38",F,CASADO,1988-05-24 00:00:00,"306,38"
20732,"999,89",F,CASADO,1957-03-23 00:00:00,"999,89"
20733,"257,49",M,CASADO,1989-09-20 00:00:00,"257,49"
20734,"123,18",M,CASADO,1992-08-27 00:00:00,"123,18"
20735,"105,61",M,CASADO,1990-05-24 00:00:00,"105,61"
20736,"50,48",M,CASADO,1995-11-15 00:00:00,"50,48"
20737,"641,7",F,CASADO,1987-08-21 00:00:00,100
20738,"98,42",F,CASADO,1969-02-16 00:00:00,"98,42"
20739,"308,65",F,SOLTEIRO,1969-12-04 00:00:00,"308,65"
20740,"143,17",F,CASADO,1984-03-31 00:00:00,"143,17"
20741,"133,09",M,CASADO,1984-01-29 00:00:00,"133,09"
20742,"154,43",F,CASADO,1980-03-22 00:00:00,"154,43"
20743,"40,6",M,SOLTEIRO,1979-10-20 00:00:00,"40,6"
20744,"206,5",M,CASADO,1978-07-22 00:00:00,"206,5"
20745,"499,85",M,CASADO,1996-07-13 00:00:00,"499,85"
20746,"175,02",F,CASADO,1993-06-16 00:00:00,80
20747,"799,94",M,CASADO,1991-09-29 00:00:00,"799,94"
20748,"499,9",F,SOLTEIRO,1991-12-29 00:00:00,"499,9"
20749,"37,77",F,SOLTEIRO,1987-09-04 00:00:00,"37,77"
20750,"2.249,85",M,SOLTEIRO,1979-02-23 00:00:00,"149,97"
20751,"2.249,85",M,SOLTEIRO,1979-02-23 00:00:00,"149,99"
20752,"1.255,88",F,CASADO,1996-08-29 00:00:00,50
20753,"699,85",F,SOLTEIRO,1975-03-20 00:00:00,"699,85"
20754,"2.199,68",F,SOLTEIRO,1967-05-23 00:00:00,"2.199,68"
20755,"221,21",F,CASADO,1989-05-02 00:00:00,"221,21"
20756,"641,4",F,CASADO,1990-10-03 00:00:00,"53,45"
20757,"501,8",F,CASADO,1994-03-27 00:00:00,100
20758,"518,4",M,CASADO,1993-05-16 00:00:00,50
20759,"313,23",F,CASADO,1992-12-13 00:00:00,"313,23"
20760,"479,87",M,CASADO,1997-01-30 00:00:00,"479,87"
20761,"1.499,48",M,SOLTEIRO,1948-08-16 00:00:00,"1.499,48"
20762,"569,88",F,SOLTEIRO,1972-09-12 00:00:00,150
20763,"951,17",F,CASADO,1980-05-13 00:00:00,50
20764,"1.599,06",F,SOLTEIRO,1979-10-28 00:00:00,"1.599,06"
20765,"499,86",F,CASADO,1977-08-10 00:00:00,"499,86"
20766,"1.138,92",M,SOLTEIRO,1979-02-02 00:00:00,"1.138,92"
20767,"299,69",F,CASADO,1987-06-05 00:00:00,"299,69"
20768,"275,19",F,Outros,1977-11-25 00:00:00,"275,19"
20769,"69,47",F,CASADO,1988-07-03 00:00:00,"67,14"
20770,"187,62",M,CASADO,1993-06-05 00:00:00,"187,62"
20771,"245,29",M,CASADO,1989-06-27 00:00:00,100
20772,"738,68",M,CASADO,1976-01-20 00:00:00,50
20773,"17,65",F,SOLTEIRO,1985-04-02 00:00:00,"17,65"
20774,"174,38",F,CASADO,1975-05-10 00:00:00,"174,38"
20775,"150,92",M,CASADO,1970-06-29 00:00:00,"150,92"
20776,"125,56",F,CASADO,1992-07-03 00:00:00,"125,56"
20777,"166,02",F,CASADO,1982-07-18 00:00:00,"166,02"
20778,"1.177,12",M,SOLTEIRO,1967-12-16 00:00:00,100
20779,"849,41",M,SOLTEIRO,1986-09-04 00:00:00,"849,41"
20780,"1.399,14",F,CASADO,1985-03-15 00:00:00,"1.399,14"
20781,"63,93",M,CASADO,1993-06-24 00:00:00,"63,93"
20782,3.688,M,SOLTEIRO,1957-12-21 00:00:00,100
20783,"145,35",F,SOLTEIRO,1961-03-12 00:00:00,"145,35"
20784,"198,92",F,CASADO,1988-03-14 00:00:00,"198,92"
20785,"210,15",F,CASADO,1987-08-16 00:00:00,"210,15"
20786,"276,64",F,SOLTEIRO,1996-01-17 00:00:00,"276,64"
20787,"132,23",F,CASADO,1984-05-21 00:00:00,"132,23"
20788,"396,73",F,CASADO,1987-08-15 00:00:00,"396,73"
20789,"124,95",F,CASADO,1981-03-24 00:00:00,"124,95"
20790,"142,68",F,CASADO,1978-06-22 00:00:00,"142,68"
20791,"196,2",F,SOLTEIRO,1978-12-28 00:00:00,"196,2"
20792,"209,91",F,CASADO,1974-05-05 00:00:00,"209,91"
20793,"3.167,84",F,CASADO,1962-05-12 00:00:00,200
20794,"630,98",F,CASADO,1996-05-17 00:00:00,50
20795,"1.310,8",M,CASADO,1984-05-18 00:00:00,300
20796,"406,2",F,CASADO,1995-02-06 00:00:00,"406,2"
20797,"159,93",F,CASADO,1994-09-17 00:00:00,"159,93"
20798,"858,8",M,CASADO,1987-01-18 00:00:00,50
20799,"323,53",F,CASADO,1992-11-14 00:00:00,"323,53"
20800,"878,86",F,Outros,1996-05-05 00:00:00,100
20801,"40,64",F,SOLTEIRO,1986-03-10 00:00:00,"40,64"
20802,"83,32",F,SOLTEIRO,1964-12-24 00:00:00,"83,32"
20803,"283,09",M,SOLTEIRO,1983-05-09 00:00:00,"283,09"
20804,"173,19",F,SOLTEIRO,1983-10-29 00:00:00,"173,19"
20805,"955,34",F,CASADO,1973-11-02 00:00:00,80
20806,"164,26",F,CASADO,1990-04-24 00:00:00,50
20807,"119,86",F,SOLTEIRO,1968-07-04 00:00:00,"119,86"
20808,"100,53",F,CASADO,1979-03-16 00:00:00,"100,53"
20809,"132,26",M,CASADO,1967-06-19 00:00:00,"132,26"
20810,"74,85",F,SOLTEIRO,1976-08-04 00:00:00,"74,85"
20811,"1.354,25",F,SOLTEIRO,1964-09-04 00:00:00,120
20812,"370,57",F,SOLTEIRO,1977-07-06 00:00:00,"370,57"
20813,"68,79",F,Outros,1991-05-17 00:00:00,"68,79"
20814,"2.773,28",F,CASADO,1960-05-16 00:00:00,200
20815,"1.177,82",F,SOLTEIRO,1970-10-24 00:00:00,125
20816,"1.126,64",M,SOLTEIRO,1961-05-06 00:00:00,150
20817,"113,65",F,CASADO,1971-09-11 00:00:00,"113,65"
20818,"190,96",F,SOLTEIRO,1969-03-18 00:00:00,"190,96"
20819,"134,4",F,CASADO,1988-03-30 00:00:00,"134,4"
20820,358,F,CASADO,1993-09-04 00:00:00,100
20821,"112,06",M,Outros,1982-07-07 00:00:00,"112,06"
20822,"204,03",M,CASADO,1983-02-06 00:00:00,"204,03"
20823,"393,66",M,CASADO,1991-10-02 00:00:00,100
20824,"52,58",M,SOLTEIRO,1970-04-07 00:00:00,"52,58"
20825,"819,88",F,SOLTEIRO,1966-08-08 00:00:00,"819,88"
20826,"845,28",F,SOLTEIRO,1993-09-21 00:00:00,"845,28"
20827,"227,01",M,CASADO,1987-11-30 00:00:00,"227,01"
20828,"4.188,23",F,CASADO,1986-05-10 00:00:00,500
20829,"1.391,23",M,CASADO,1971-04-10 00:00:00,"1.391,23"
20830,"192,74",F,CASADO,1990-08-08 00:00:00,"192,74"
20831,"399,34",M,SOLTEIRO,1955-05-12 00:00:00,"399,34"
20832,"439,64",F,CASADO,1983-10-11 00:00:00,"439,64"
20833,"601,61",F,CASADO,1992-03-10 00:00:00,"601,61"
20834,"209,37",M,CASADO,1996-02-26 00:00:00,"209,37"
20835,"157,56",F,CASADO,1975-02-19 00:00:00,"157,56"
20836,"292,59",M,CASADO,1993-05-15 00:00:00,"292,59"
20837,"953,78",M,SOLTEIRO,1977-10-20 00:00:00,50
20838,"1.171,4",M,CASADO,1989-06-29 00:00:00,50
20839,"262,73",M,CASADO,1985-11-28 00:00:00,"262,73"
20840,"350,69",F,SOLTEIRO,1988-06-17 00:00:00,200
20841,"199,23",F,CASADO,1982-06-22 00:00:00,100
20842,"369,44",M,CASADO,1966-01-26 00:00:00,100
20843,"406,65",F,CASADO,1989-04-04 00:00:00,"406,65"
20844,"233,85",F,SOLTEIRO,1987-09-30 00:00:00,"233,85"
20845,"70,84",M,CASADO,1993-09-16 00:00:00,"70,84"
20846,"116,59",F,CASADO,1993-07-09 00:00:00,"116,59"
20847,94,M,CASADO,1986-09-04 00:00:00,94
20848,"69,82",M,SOLTEIRO,1944-06-29 00:00:00,50
20849,"686,49",F,CASADO,1980-04-30 00:00:00,"686,49"
20850,"1.153,78",F,CASADO,1997-11-03 00:00:00,100
20851,"503,92",F,CASADO,1985-04-17 00:00:00,300
20852,"52,03",F,CASADO,1984-12-07 00:00:00,"52,03"
20853,"534,25",F,SOLTEIRO,1970-07-03 00:00:00,100
20854,"35,94",M,CASADO,1987-11-26 00:00:00,"35,94"
20855,"717,62",F,Outros,1956-05-02 00:00:00,50
20856,"377,01",F,CASADO,1978-08-22 00:00:00,"377,01"
20857,"215,48",F,Outros,1986-06-09 00:00:00,"215,48"
20858,"126,89",M,Outros,1992-11-18 00:00:00,"126,89"
20859,"418,96",M,CASADO,1991-12-31 00:00:00,"418,96"
20860,"130,67",F,CASADO,1989-07-23 00:00:00,"130,67"
20861,"126,27",F,SOLTEIRO,1991-04-18 00:00:00,"126,27"
20862,"54,4",F,CASADO,1985-01-07 00:00:00,"54,4"
20863,"983,76",M,CASADO,1995-03-08 00:00:00,"983,76"
20864,"1.386,99",M,SOLTEIRO,1959-05-29 00:00:00,"1.386,99"
20865,"2.256,94",M,CASADO,1994-01-10 00:00:00,1.000
20866,"331,84",F,CASADO,1996-06-20 00:00:00,"331,84"
20867,"242,64",F,Outros,1976-01-09 00:00:00,"242,64"
20868,"661,13",F,CASADO,1988-11-30 00:00:00,"661,13"
20869,"3.368,54",M,CASADO,1951-09-03 00:00:00,100
20870,"1.596,96",F,CASADO,1981-07-14 00:00:00,"66,54"
20871,"1.386,99",M,CASADO,1984-01-16 00:00:00,"1.386,99"
20872,"1.432,56",F,CASADO,1985-06-04 00:00:00,"1.432,56"
20873,"232,48",M,Outros,1974-01-12 00:00:00,"232,48"
20874,"80,35",F,SOLTEIRO,1965-09-11 00:00:00,"80,35"
20875,"299,23",M,CASADO,1993-08-26 00:00:00,"299,23"
20876,"542,29",M,CASADO,1993-08-18 00:00:00,100
20877,"499,09",M,CASADO,1997-03-31 00:00:00,500
20878,"471,87",F,SOLTEIRO,1979-12-31 00:00:00,"471,87"
20879,"1.175,8",M,CASADO,1996-04-22 00:00:00,200
20880,"226,61",F,CASADO,1991-09-23 00:00:00,"226,61"
20881,"473,78",F,CASADO,1987-09-18 00:00:00,474
20882,"1.198,48",F,CASADO,1982-02-03 00:00:00,"1.198,48"
20883,"609,56",F,CASADO,1964-09-26 00:00:00,"609,56"
20884,"163,87",M,CASADO,1988-06-08 00:00:00,"163,87"
20885,"293,78",F,SOLTEIRO,1969-11-24 00:00:00,"293,78"
20886,"78,23",F,CASADO,1974-07-21 00:00:00,"78,23"
20887,"147,19",F,CASADO,1994-12-26 00:00:00,"147,19"
20888,"74,85",M,CASADO,1994-12-27 00:00:00,"74,85"
20889,"136,18",F,CASADO,1995-06-04 00:00:00,"136,18"
20890,1.087,F,Outros,1992-12-12 00:00:00,100
20891,"523,92",F,CASADO,1989-04-29 00:00:00,50
20892,"90,01",F,Outros,1983-11-21 00:00:00,"90,01"
20893,"303,75",F,Outros,1948-07-02 00:00:00,50
20894,"128,71",F,CASADO,1985-05-13 00:00:00,"128,71"
20895,"143,52",F,CASADO,1993-10-25 00:00:00,"143,52"
20896,"480,87",F,SOLTEIRO,1980-08-19 00:00:00,"480,87"
20897,"187,43",F,CASADO,1985-03-13 00:00:00,"187,43"
20898,"119,89",M,CASADO,1982-10-14 00:00:00,120
20899,"442,77",M,CASADO,1992-02-06 00:00:00,"442,77"
20900,"330,98",M,Outros,1988-12-04 00:00:00,"330,89"
20901,"536,18",F,CASADO,1995-04-22 00:00:00,"536,18"
20902,"539,63",F,CASADO,1994-12-26 00:00:00,"539,63"
20903,"594,09",F,CASADO,1980-10-10 00:00:00,"594,09"
20904,"27,94",M,CASADO,1986-02-27 00:00:00,"27,94"
20905,"399,95",F,CASADO,1992-08-01 00:00:00,400
20906,"661,2",F,CASADO,1994-01-07 00:00:00,"661,2"
20907,"412,66",F,CASADO,1989-08-16 00:00:00,70
20908,"1.117,52",F,CASADO,1988-06-08 00:00:00,"1.117,52"
20909,"162,61",F,SOLTEIRO,1980-07-08 00:00:00,"162,61"
20910,"184,16",M,CASADO,1991-07-19 00:00:00,"184,16"
20911,"159,19",M,CASADO,1993-02-25 00:00:00,"159,19"
20912,"207,41",F,SOLTEIRO,1961-06-04 00:00:00,"207,41"
20913,"4.522,56",M,Outros,1961-03-06 00:00:00,"188,44"
20914,"1.034,37",F,CASADO,1989-07-31 00:00:00,300
20915,"1.762,6",F,SOLTEIRO,1972-06-18 00:00:00,250
20916,"130,45",F,Outros,1992-04-24 00:00:00,"130,45"
20917,"1.482,8",F,SOLTEIRO,1980-01-05 00:00:00,50
20918,"462,52",F,SOLTEIRO,1954-03-13 00:00:00,80
20919,"1.581,36",F,Outros,1950-04-06 00:00:00,300
20920,"151,4",F,SOLTEIRO,1987-04-20 00:00:00,"151,4"
20921,"279,65",M,SOLTEIRO,1973-10-24 00:00:00,"279,65"
20922,"50,76",F,CASADO,1956-11-29 00:00:00,"50,76"
20923,"674,61",F,CASADO,1984-01-07 00:00:00,50
20924,"1.498,59",M,Outros,1935-05-10 00:00:00,50
20925,"94,24",F,CASADO,1992-01-12 00:00:00,"94,24"
