Id,ValorVencido,Sexo,EstadoCivil,DataNascimento,ValorPago
0,"267,34",F,CASADO,1961-06-27 00:00:00,"109,93"
1,"351,74",F,CASADO,1989-07-18 00:00:00,"142,19"
2,"79,94",F,CASADO,1989-01-25 00:00:00,"53,99"
3,"217,91",F,SOLTEIRO,1975-12-06 00:00:00,"200,01"
4,"441,19",F,CASADO,1987-11-23 00:00:00,"489,06"
5,"116,58",M,CASADO,1988-04-17 00:00:00,"74,02"
6,"820,74",F,CASADO,1947-01-24 00:00:00,"192,49"
7,"246,08",F,CASADO,1990-06-10 00:00:00,"249,23"
8,"141,83",F,Outros,1990-11-26 00:00:00,"142,9"
9,"423,57",F,SOLTEIRO,1973-02-24 00:00:00,200
10,"1.209,93",F,Outros,1982-02-05 00:00:00,"1.210,34"
11,"104,05",M,CASADO,1988-10-06 00:00:00,"77,68"
12,"83,46",F,CASADO,1989-06-28 00:00:00,"84,14"
13,"135,52",M,SOLTEIRO,1955-12-09 00:00:00,"137,18"
14,"735,6",M,Outros,1961-02-20 00:00:00,358
15,"1.210,37",F,CASADO,1991-07-10 00:00:00,"93,08"
16,"315,1",F,CASADO,1991-04-04 00:00:00,"157,23"
17,"166,35",F,CASADO,1988-10-19 00:00:00,"166,94"
18,"180,46",F,SOLTEIRO,1969-09-07 00:00:00,"186,08"
19,"581,2",M,Outros,1980-10-22 00:00:00,"296,67"
20,"1.018,42",M,Outros,1990-07-31 00:00:00,"178,78"
21,"193,31",M,CASADO,1985-12-15 00:00:00,"87,09"
22,"909,81",F,Outros,1963-04-08 00:00:00,"319,56"
23,"292,63",F,CASADO,1954-09-06 00:00:00,"92,8"
24,"293,97",F,SOLTEIRO,1957-06-26 00:00:00,"293,97"
25,"804,3",F,SOLTEIRO,1974-05-24 00:00:00,"304,1"
26,"77,9",F,SOLTEIRO,1949-04-21 00:00:00,"79,4"
27,"99,79",F,SOLTEIRO,1963-08-22 00:00:00,100
28,"180,28",M,CASADO,1980-11-30 00:00:00,100
29,"171,65",F,CASADO,1961-11-05 00:00:00,"173,39"
30,"637,85",M,CASADO,1991-11-13 00:00:00,"127,93"
31,"1.168,65",F,Outros,1984-06-15 00:00:00,300
32,"439,9",F,CASADO,1992-01-16 00:00:00,"233,91"
33,"115,8",M,CASADO,1988-01-11 00:00:00,"115,81"
34,"933,22",M,CASADO,1987-08-01 00:00:00,"53,23"
35,"1.067,23",M,CASADO,1954-01-14 00:00:00,"368,58"
36,"147,4",M,SOLTEIRO,1976-03-21 00:00:00,"46,74"
37,"252,15",F,CASADO,1984-08-16 00:00:00,"161,65"
38,"346,9",M,Outros,1972-08-23 00:00:00,"179,74"
39,"3.401,18",M,Outros,1989-06-06 00:00:00,"3.405,77"
40,"478,82",F,CASADO,1989-01-17 00:00:00,"422,38"
41,"145,36",M,CASADO,1991-10-24 00:00:00,"147,7"
42,"291,34",M,CASADO,1992-09-16 00:00:00,"151,96"
43,"141,33",F,Outros,1991-01-04 00:00:00,"143,4"
44,"1.350,44",F,Outros,1977-04-15 00:00:00,"133,19"
45,"258,49",F,CASADO,1991-09-21 00:00:00,"129,77"
46,"2.308,09",M,Outros,1940-11-28 00:00:00,"695,97"
47,"1.222,96",F,Outros,1950-07-15 00:00:00,490
48,"681,34",M,SOLTEIRO,1946-05-17 00:00:00,"137,25"
49,"1.526,45",M,CASADO,1987-10-16 00:00:00,"123,61"
50,"1.526,45",M,CASADO,1987-10-16 00:00:00,"123,61"
51,"688,31",F,CASADO,1991-04-18 00:00:00,"245,1"
52,"1.650,77",F,SOLTEIRO,1981-06-17 00:00:00,140
53,"2.193,2",F,Outros,1970-01-08 00:00:00,250
54,"819,63",M,Outros,1971-08-10 00:00:00,"370,57"
55,272,F,SOLTEIRO,1992-09-13 00:00:00,"109,32"
56,"313,5",F,Outros,1988-01-02 00:00:00,"326,26"
57,"587,36",F,CASADO,1993-02-10 00:00:00,50
58,"1.672,95",F,CASADO,1987-08-06 00:00:00,"208,65"
59,"77,98",M,CASADO,1984-06-04 00:00:00,50
60,"2.553,03",F,SOLTEIRO,1969-04-13 00:00:00,"176,54"
61,"733,98",M,Outros,1977-10-21 00:00:00,"764,94"
62,"616,01",F,Outros,1982-03-11 00:00:00,"224,75"
63,"319,96",M,CASADO,1980-10-24 00:00:00,"326,03"
64,"190,32",M,SOLTEIRO,1975-09-16 00:00:00,"191,04"
65,"663,22",F,Outros,1993-01-15 00:00:00,"673,68"
66,"535,9",F,CASADO,1990-06-23 00:00:00,"107,79"
67,"542,29",F,Outros,1965-08-15 00:00:00,162
68,"259,89",F,CASADO,1991-01-27 00:00:00,"263,37"
69,"210,92",M,CASADO,1993-01-23 00:00:00,"213,85"
70,"335,8",M,CASADO,1992-01-15 00:00:00,"340,01"
71,"87,29",M,Outros,1947-04-20 00:00:00,"51,23"
72,"910,32",F,CASADO,1991-09-27 00:00:00,"322,04"
73,"1.070,94",F,SOLTEIRO,1965-02-25 00:00:00,"380,93"
74,"459,15",M,SOLTEIRO,1971-12-06 00:00:00,"350,28"
75,"609,36",F,CASADO,1993-10-08 00:00:00,"363,15"
76,"443,88",M,Outros,1989-06-18 00:00:00,"449,43"
77,"71,26",F,CASADO,1989-06-14 00:00:00,"62,15"
78,"435,47",M,CASADO,1993-05-30 00:00:00,"253,55"
79,"94,38",F,SOLTEIRO,1962-03-15 00:00:00,"95,6"
80,"508,14",F,Outros,1953-10-14 00:00:00,"80,98"
81,"243,56",F,CASADO,1987-02-23 00:00:00,150
82,"231,16",F,CASADO,1988-05-09 00:00:00,"232,81"
83,"239,68",F,SOLTEIRO,1986-07-06 00:00:00,322
84,"484,96",F,CASADO,1992-12-24 00:00:00,50
85,"125,5",F,Outros,1972-08-23 00:00:00,"127,08"
86,"583,38",M,SOLTEIRO,1973-01-09 00:00:00,"592,52"
87,"172,12",M,CASADO,1978-07-27 00:00:00,"176,06"
88,"491,81",F,CASADO,1988-05-19 00:00:00,"150,35"
89,"116,08",F,SOLTEIRO,1973-05-13 00:00:00,"116,09"
90,"366,77",F,CASADO,1993-01-13 00:00:00,"378,44"
91,"748,61",M,CASADO,1971-02-14 00:00:00,"748,62"
92,"112,53",F,CASADO,1993-06-21 00:00:00,"113,71"
93,"146,33",F,SOLTEIRO,1986-01-23 00:00:00,"146,73"
94,"136,34",F,CASADO,1985-02-14 00:00:00,"131,47"
95,"1.851,89",F,CASADO,1964-01-08 00:00:00,180
96,"127,89",F,Outros,1992-10-04 00:00:00,"130,12"
97,"646,48",F,CASADO,1994-06-05 00:00:00,"35,03"
98,"1.879,73",M,Outros,1982-05-31 00:00:00,"330,45"
99,"1.308,23",F,CASADO,1977-01-16 00:00:00,230
100,"1.281,17",F,CASADO,1991-10-22 00:00:00,"57,78"
101,"157,04",F,Outros,1991-12-23 00:00:00,"159,83"
102,"80,07",M,CASADO,1991-11-20 00:00:00,"80,23"
103,"365,42",M,CASADO,1989-03-24 00:00:00,"129,82"
104,"209,95",M,CASADO,1992-04-18 00:00:00,130
105,"333,65",M,CASADO,1976-04-15 00:00:00,"134,95"
106,"120,62",F,CASADO,1993-07-21 00:00:00,"122,16"
107,"118,71",F,SOLTEIRO,1994-09-26 00:00:00,"121,6"
108,"91,88",M,CASADO,1980-05-08 00:00:00,"56,5"
109,"83,22",F,CASADO,1994-07-12 00:00:00,"84,69"
110,"677,45",F,CASADO,1975-01-11 00:00:00,"684,19"
111,"795,85",M,Outros,1967-02-23 00:00:00,300
112,"509,18",M,CASADO,1986-07-23 00:00:00,"50,98"
113,"103,03",F,CASADO,1974-02-20 00:00:00,"105,07"
114,"77,83",M,CASADO,1989-01-02 00:00:00,"66,87"
115,"116,7",F,CASADO,1994-03-06 00:00:00,10
116,"135,72",F,CASADO,1943-10-25 00:00:00,"89,18"
117,"247,15",F,CASADO,1994-11-14 00:00:00,"41,39"
118,"498,62",F,CASADO,1994-12-22 00:00:00,"347,52"
119,"588,07",M,CASADO,1993-07-25 00:00:00,"207,05"
120,"586,02",M,Outros,1985-11-05 00:00:00,"601,11"
121,"681,81",F,CASADO,1989-08-15 00:00:00,"138,5"
122,"79,4",F,SOLTEIRO,1976-11-26 00:00:00,"82,13"
123,"555,93",F,CASADO,1995-01-16 00:00:00,"215,98"
124,"929,45",M,CASADO,1990-01-23 00:00:00,200
125,"414,63",M,CASADO,1994-01-26 00:00:00,"418,03"
126,"491,76",F,CASADO,1994-06-25 00:00:00,"338,21"
127,"311,56",F,Outros,1976-05-24 00:00:00,"112,22"
128,"151,73",M,CASADO,1981-12-28 00:00:00,152
129,"1.381,99",M,CASADO,1986-10-23 00:00:00,10
130,"674,16",F,CASADO,1995-02-17 00:00:00,"238,91"
131,"380,1",M,CASADO,1993-12-28 00:00:00,"267,27"
132,"186,67",M,CASADO,1994-06-26 00:00:00,"186,84"
133,1.965,M,Outros,1994-09-09 00:00:00,"689,55"
134,"1.466,43",M,CASADO,1983-09-29 00:00:00,"293,28"
135,"243,5",M,CASADO,1982-03-11 00:00:00,150
136,"199,11",M,CASADO,1994-05-21 00:00:00,"206,23"
137,"707,43",F,CASADO,1993-12-30 00:00:00,50
138,"213,48",F,SOLTEIRO,1960-07-25 00:00:00,"213,48"
139,"364,83",F,CASADO,1995-06-05 00:00:00,"371,84"
140,"979,51",F,Outros,1985-10-11 00:00:00,"445,63"
141,"979,51",F,Outros,1985-10-11 00:00:00,"445,63"
142,"78,63",F,CASADO,1986-10-22 00:00:00,"79,08"
143,"210,79",M,CASADO,1990-05-08 00:00:00,140
144,"203,98",F,CASADO,1995-01-08 00:00:00,"203,98"
145,"567,34",M,CASADO,1994-11-15 00:00:00,"174,55"
146,"430,82",F,SOLTEIRO,1960-01-15 00:00:00,"441,53"
147,"211,6",F,Outros,1982-03-31 00:00:00,"216,9"
148,"235,09",M,Outros,1987-07-11 00:00:00,"118,12"
149,"143,74",F,Outros,1985-10-28 00:00:00,"146,77"
150,"449,66",M,CASADO,1994-08-08 00:00:00,160
151,"78,5",M,CASADO,1993-09-02 00:00:00,"79,09"
152,"531,59",F,Outros,1995-08-11 00:00:00,"146,69"
153,"129,72",F,CASADO,1990-09-25 00:00:00,"56,84"
154,"115,59",F,CASADO,1979-09-27 00:00:00,116
155,"228,55",F,CASADO,1996-02-13 00:00:00,"183,32"
156,"486,43",M,CASADO,1994-07-10 00:00:00,"497,72"
157,"116,03",F,CASADO,1988-06-06 00:00:00,"116,04"
158,"561,84",M,SOLTEIRO,1980-08-23 00:00:00,"225,1"
159,"302,72",M,SOLTEIRO,1996-08-03 00:00:00,"216,84"
160,"810,65",F,CASADO,1996-08-05 00:00:00,292
161,"268,39",M,CASADO,1992-05-29 00:00:00,"275,56"
162,"647,56",F,CASADO,1996-05-21 00:00:00,"159,18"
163,"943,51",F,CASADO,1993-04-22 00:00:00,"2,06"
164,"265,05",F,CASADO,1976-04-07 00:00:00,"266,3"
165,"481,2",F,CASADO,1993-10-21 00:00:00,150
166,"506,38",M,CASADO,1992-01-06 00:00:00,"206,68"
167,"574,88",F,SOLTEIRO,1978-06-17 00:00:00,"582,47"
168,"606,65",M,CASADO,1996-04-27 00:00:00,"282,28"
169,"139,97",M,CASADO,1996-07-09 00:00:00,"141,1"
170,"150,52",F,SOLTEIRO,1993-09-17 00:00:00,"151,01"
171,"565,49",F,CASADO,1996-06-30 00:00:00,156
172,"623,83",M,CASADO,1993-11-19 00:00:00,"187,72"
173,"107,38",M,CASADO,1996-02-17 00:00:00,"111,97"
174,"283,51",F,CASADO,1993-02-19 00:00:00,290
175,"538,94",M,CASADO,1988-12-09 00:00:00,"538,94"
176,"244,47",M,CASADO,1997-06-03 00:00:00,"223,85"
177,"738,64",F,Outros,1996-10-20 00:00:00,"221,84"
178,"93,06",F,CASADO,1994-12-22 00:00:00,"93,27"
179,"148,95",M,CASADO,1996-02-01 00:00:00,"151,55"
180,"264,78",F,CASADO,1997-08-28 00:00:00,"133,91"
181,"111,48",M,CASADO,1995-02-02 00:00:00,50
182,"119,97",F,CASADO,1997-08-24 00:00:00,"123,14"
183,"423,65",F,CASADO,1995-11-03 00:00:00,"425,08"
184,"303,26",M,CASADO,1996-07-29 00:00:00,"313,96"
185,"672,83",F,CASADO,1998-01-05 00:00:00,"235,49"
186,"294,63",M,SOLTEIRO,1952-08-19 00:00:00,"90,93"
187,"150,88",F,Outros,1987-07-11 00:00:00,"153,21"
188,"901,05",F,SOLTEIRO,1986-01-03 00:00:00,"318,95"
189,"192,12",F,SOLTEIRO,1980-10-03 00:00:00,"192,12"
190,"152,6",F,CASADO,1991-05-13 00:00:00,"157,18"
191,"802,96",F,CASADO,1974-02-17 00:00:00,"288,55"
192,"322,31",F,SOLTEIRO,1953-10-03 00:00:00,"296,83"
193,"2.388,25",F,CASADO,1984-07-19 00:00:00,"594,18"
194,"419,7",F,SOLTEIRO,1977-05-18 00:00:00,"143,98"
195,"70,75",F,CASADO,1969-02-28 00:00:00,64
196,"76,17",F,SOLTEIRO,1958-03-25 00:00:00,"69,36"
197,"553,21",F,SOLTEIRO,1975-11-28 00:00:00,"334,99"
198,"191,98",F,SOLTEIRO,1980-11-10 00:00:00,"192,57"
199,"194,62",M,CASADO,1976-12-27 00:00:00,"195,53"
200,641,F,CASADO,1974-02-18 00:00:00,"646,39"
201,"5.266,17",F,CASADO,1985-08-04 00:00:00,200
202,"2.461,59",M,CASADO,1987-06-26 00:00:00,"172,34"
203,"125,97",F,SOLTEIRO,1948-08-28 00:00:00,"126,8"
204,"935,89",F,CASADO,1983-04-20 00:00:00,"187,22"
205,"1.736,43",M,CASADO,1982-06-26 00:00:00,"131,68"
206,"75,34",F,SOLTEIRO,1952-11-01 00:00:00,"75,65"
207,"241,91",F,SOLTEIRO,1974-05-06 00:00:00,"244,2"
208,"400,5",F,CASADO,1972-07-02 00:00:00,"147,39"
209,"487,86",F,SOLTEIRO,1962-09-20 00:00:00,256
210,"897,86",F,CASADO,1984-04-16 00:00:00,"319,09"
211,"1.121,01",M,SOLTEIRO,1958-01-31 00:00:00,"382,84"
212,"115,96",F,CASADO,1981-07-31 00:00:00,"116,24"
213,"110,34",M,SOLTEIRO,1964-07-17 00:00:00,"110,43"
214,"113,93",F,CASADO,1981-06-26 00:00:00,"115,28"
215,"1.165,69",F,SOLTEIRO,1983-11-02 00:00:00,"147,05"
216,"1.165,69",F,SOLTEIRO,1983-11-02 00:00:00,"147,05"
217,"61,04",F,CASADO,1942-11-10 00:00:00,"63,17"
218,"97,45",F,CASADO,1978-03-28 00:00:00,"51,38"
219,"6.219,55",F,Outros,1978-12-08 00:00:00,"398,93"
220,"81,71",F,CASADO,1986-03-11 00:00:00,"82,53"
221,"117,95",F,SOLTEIRO,1960-03-21 00:00:00,"119,87"
222,"1.809,94",M,CASADO,1980-11-26 00:00:00,"206,07"
223,"125,18",M,SOLTEIRO,1970-06-20 00:00:00,"127,65"
224,"286,01",F,SOLTEIRO,1948-07-31 00:00:00,"287,23"
225,"3.797,82",F,Outros,1952-12-27 00:00:00,"130,2"
226,"182,15",M,CASADO,1986-04-23 00:00:00,"95,37"
227,"626,49",M,CASADO,1988-01-21 00:00:00,"313,67"
228,"1.449,8",F,CASADO,1987-09-04 00:00:00,"177,78"
229,"540,35",F,CASADO,1984-07-17 00:00:00,"284,82"
230,"113,46",M,CASADO,1967-09-05 00:00:00,"103,89"
231,"217,95",F,SOLTEIRO,1974-06-13 00:00:00,"218,54"
232,"241,99",M,CASADO,1983-12-05 00:00:00,"221,26"
233,"217,59",M,CASADO,1981-08-06 00:00:00,"197,84"
234,"143,83",F,CASADO,1973-03-17 00:00:00,"144,98"
235,"100,86",M,CASADO,1979-06-02 00:00:00,"79,56"
236,"197,27",F,SOLTEIRO,1960-09-18 00:00:00,"200,38"
237,"92,13",M,CASADO,1987-03-05 00:00:00,93
238,"3.839,79",F,SOLTEIRO,1964-04-11 00:00:00,775
239,"119,7",F,CASADO,1960-04-12 00:00:00,"0,01"
240,"106,13",F,CASADO,1982-11-27 00:00:00,"109,87"
241,"134,14",F,CASADO,1984-06-12 00:00:00,"62,85"
242,"293,4",M,SOLTEIRO,1984-01-23 00:00:00,"162,5"
243,"716,01",F,Outros,1977-07-16 00:00:00,"374,91"
244,"6.043,34",F,SOLTEIRO,1970-02-19 00:00:00,"2.359,09"
245,"98,08",F,CASADO,1989-04-30 00:00:00,"99,42"
246,"161,08",F,SOLTEIRO,1946-11-01 00:00:00,"165,53"
247,"99,27",F,SOLTEIRO,1982-09-25 00:00:00,"102,7"
248,"163,88",F,CASADO,1970-06-15 00:00:00,55
249,"1.099,39",F,SOLTEIRO,1952-07-25 00:00:00,"125,53"
250,"185,07",F,CASADO,1970-05-18 00:00:00,"185,34"
251,"78,82",F,SOLTEIRO,1963-01-18 00:00:00,"78,82"
252,"131,94",F,CASADO,1974-06-22 00:00:00,"117,21"
253,"843,3",F,CASADO,1961-01-08 00:00:00,80
254,"161,17",F,CASADO,1982-08-07 00:00:00,"77,3"
255,"362,97",M,CASADO,1979-04-21 00:00:00,"122,4"
256,"184,24",M,CASADO,1968-03-19 00:00:00,"184,24"
257,"5.143,16",F,SOLTEIRO,1941-11-19 00:00:00,"617,56"
258,"190,85",F,CASADO,1973-01-12 00:00:00,"191,01"
259,"2.117,5",F,CASADO,1982-05-26 00:00:00,"58,62"
260,"2.354,8",F,CASADO,1988-02-13 00:00:00,250
261,"117,17",M,CASADO,1984-10-04 00:00:00,"106,64"
262,"117,34",F,SOLTEIRO,1955-01-25 00:00:00,"118,16"
263,"88,29",M,SOLTEIRO,1979-07-17 00:00:00,"88,29"
264,"3.608,49",F,SOLTEIRO,1964-04-07 00:00:00,609
265,"113,1",M,CASADO,1963-09-25 00:00:00,"114,41"
266,"109,71",F,SOLTEIRO,1953-09-16 00:00:00,"54,85"
267,"211,24",F,SOLTEIRO,1952-05-01 00:00:00,1
268,"3.145,12",F,CASADO,1965-11-26 00:00:00,"105,85"
269,"2.737,58",M,CASADO,1976-10-01 00:00:00,"139,04"
270,"1.487,94",M,CASADO,1986-05-17 00:00:00,"195,38"
271,"1.073,66",M,CASADO,1972-03-03 00:00:00,"114,93"
272,"313,57",F,SOLTEIRO,1979-05-10 00:00:00,319
273,"184,68",F,SOLTEIRO,1964-12-10 00:00:00,"186,86"
274,"263,24",F,SOLTEIRO,1974-10-04 00:00:00,"239,65"
275,"2.660,46",F,CASADO,1985-09-27 00:00:00,"250,37"
276,"146,33",M,CASADO,1988-11-01 00:00:00,"83,22"
277,"146,33",M,CASADO,1988-11-01 00:00:00,"64,46"
278,"84,94",M,CASADO,1977-10-05 00:00:00,"85,87"
279,"105,72",F,CASADO,1982-08-15 00:00:00,"107,61"
280,"922,65",M,SOLTEIRO,1963-04-23 00:00:00,"953,38"
281,"96,5",F,SOLTEIRO,1968-04-14 00:00:00,"93,13"
282,"1.987,87",M,CASADO,1973-07-05 00:00:00,300
283,"2.144,71",F,SOLTEIRO,1970-05-16 00:00:00,"200,73"
284,"156,22",M,Outros,1978-01-18 00:00:00,"158,59"
285,"114,33",F,SOLTEIRO,1981-04-23 00:00:00,"115,2"
286,"94,48",F,SOLTEIRO,1953-06-30 00:00:00,"102,25"
287,"102,21",F,CASADO,1983-02-16 00:00:00,"102,76"
288,"251,54",M,CASADO,1974-06-30 00:00:00,"231,52"
289,"356,1",F,SOLTEIRO,1982-06-29 00:00:00,"184,96"
290,"632,4",M,CASADO,1977-11-15 00:00:00,"189,55"
291,"73,51",M,CASADO,1968-03-26 00:00:00,"68,01"
292,"149,66",F,SOLTEIRO,1959-11-07 00:00:00,"151,95"
293,"1.116,49",M,Solteiro,1982-06-04 00:00:00,"330,2"
294,"145,32",M,CASADO,1951-09-01 00:00:00,"146,29"
295,"156,76",F,CASADO,1969-08-11 00:00:00,"142,62"
296,"2.629,23",M,Outros,1987-12-24 00:00:00,"267,36"
297,"239,3",F,SOLTEIRO,1978-08-01 00:00:00,"108,88"
298,"75,56",M,SOLTEIRO,1979-02-25 00:00:00,"29,69"
299,"100,96",M,SOLTEIRO,1968-02-12 00:00:00,"7,49"
300,"154,59",M,Outros,1958-01-16 00:00:00,"154,59"
301,"110,12",F,CASADO,1965-12-07 00:00:00,"110,11"
302,"1.495,03",F,CASADO,1996-02-22 00:00:00,100
303,"1.775,66",M,CASADO,1968-08-18 00:00:00,300
304,3.139,M,SOLTEIRO,1980-11-04 00:00:00,"793,09"
305,"236,1",M,SOLTEIRO,1938-05-08 00:00:00,"127,25"
306,"2.532,69",F,CASADO,1972-06-06 00:00:00,"1.022,57"
307,"1.912,3",M,SOLTEIRO,1975-11-15 00:00:00,"431,91"
308,"674,22",F,CASADO,1990-03-28 00:00:00,"129,78"
309,"507,48",M,CASADO,1977-08-10 00:00:00,"139,81"
310,"507,48",M,CASADO,1977-08-10 00:00:00,"61,93"
311,"75,76",F,CASADO,1989-05-10 00:00:00,30
312,"2.802,1",F,CASADO,1975-09-09 00:00:00,"158,98"
313,"1.547,92",F,SOLTEIRA,1996-08-07 00:00:00,"474,37"
314,"648,74",M,CASADO,1997-05-31 00:00:00,"132,4"
315,"95,71",M,CASADO,1992-01-18 00:00:00,2
316,"95,71",M,CASADO,1992-01-18 00:00:00,"52,79"
317,"118,12",M,SOLTEIRO,1963-05-17 00:00:00,"118,59"
318,"139,32",F,CASADO,1995-04-01 00:00:00,"204,36"
319,"2.315,79",M,CASADO,1996-07-02 00:00:00,"123,69"
320,"1.357,92",F,CASADO,1968-05-18 00:00:00,170
321,"272,96",F,CASADO,1969-01-10 00:00:00,200
322,"1.491,12",F,Outros,1982-10-20 00:00:00,"225,34"
323,"146,85",F,Outros,1959-11-30 00:00:00,"149,33"
324,"1.003,61",M,CASADO,1995-10-10 00:00:00,"170,61"
325,"185,38",F,CASADO,1984-06-29 00:00:00,80
326,"185,38",F,CASADO,1984-06-29 00:00:00,"47,94"
327,"1.176,15",M,CASADO,1996-04-16 00:00:00,"1.205,51"
328,"243,68",F,CASADO,1960-05-14 00:00:00,"244,18"
329,"90,3",F,CASADO,1963-07-22 00:00:00,"90,3"
330,"11.204,01",M,SOLTEIRO,1977-07-23 00:00:00,"353,98"
331,67,F,SOLTEIRO,1975-03-16 00:00:00,"64,79"
332,"998,62",M,CASADO,1982-03-09 00:00:00,"299,58"
333,"2.380,24",F,CASADO,1979-12-22 00:00:00,"601,16"
334,"3.205,38",F,CASADO,1982-12-03 00:00:00,140
335,"73,9",F,Outros,1950-04-10 00:00:00,"61,53"
336,"130,35",M,Outros,1949-12-09 00:00:00,"124,57"
337,"1.455,49",M,CASADO,1991-07-22 00:00:00,160
338,"1.455,49",M,CASADO,1991-07-22 00:00:00,160
339,"187,86",M,SOLTEIRO,1952-11-01 00:00:00,"149,31"
340,"1.135,78",F,CASADO,1975-11-24 00:00:00,"54,65"
341,"839,39",F,SOLTEIRO,1977-04-13 00:00:00,"268,6"
342,"1.031,23",F,CASADO,1996-01-13 00:00:00,"208,34"
343,"916,05",F,SOLTEIRO,1969-10-08 00:00:00,"706,36"
344,"1.249,69",M,SOLTEIRO,1996-03-05 00:00:00,"311,52"
345,"1.628,87",F,SOLTEIRO,1975-06-24 00:00:00,"310,45"
346,"1.628,87",F,SOLTEIRO,1975-06-24 00:00:00,"310,45"
347,"1.418,88",M,CASADO,1995-12-20 00:00:00,130
348,"1.216,87",M,CASADO,1996-07-18 00:00:00,150
349,"2.041,23",M,CASADO,1947-07-17 00:00:00,200
350,"784,33",F,CASADO,1955-10-22 00:00:00,"644,18"
351,"1.899,87",M,CASADO,1988-04-09 00:00:00,265
352,"280,26",F,CASADO,1995-10-23 00:00:00,"266,44"
353,"595,81",F,CASADO,1980-01-03 00:00:00,"595,81"
354,"422,93",F,CASADO,1950-07-16 00:00:00,"380,93"
355,"88,21",F,CASADO,1997-07-20 00:00:00,"87,11"
356,"115,06",M,CASADO,1996-10-29 00:00:00,"108,59"
357,"1.339,17",M,CASADO,1994-06-29 00:00:00,"144,7"
358,"1.339,17",M,CASADO,1994-06-29 00:00:00,"144,7"
359,"248,57",F,Outros,1990-11-14 00:00:00,"38,48"
360,"129,56",F,SOLTEIRO,1964-11-20 00:00:00,132
361,"5.233,4",M,CASADO,1981-08-09 00:00:00,"5,49"
362,"5.233,4",M,CASADO,1981-08-09 00:00:00,"8,06"
363,"1.045,91",F,Outros,1981-11-16 00:00:00,"199,53"
364,"1.799,01",F,CASADO,1994-02-16 00:00:00,670
365,"7.814,93",F,CASADO,1989-08-14 00:00:00,"2.015,17"
366,"2.382,41",M,CASADO,1986-10-19 00:00:00,"218,97"
367,"2.884,46",M,SOLTEIRO,1981-06-08 00:00:00,"733,63"
368,2.591,F,CASADO,1985-11-27 00:00:00,"161,89"
369,"448,66",M,SOLTEIRO,1991-10-23 00:00:00,"183,44"
370,"1.743,78",F,CASADO,1988-07-14 00:00:00,"440,46"
371,"114,08",M,CASADO,1993-11-25 00:00:00,"114,13"
372,"177,85",F,CASADO,1945-03-20 00:00:00,"177,86"
373,"2.404,47",M,CASADO,1992-07-22 00:00:00,450
374,"2.811,69",F,SOLTEIRO,1958-03-04 00:00:00,290
375,"3.165,64",F,Outros,1977-04-02 00:00:00,"161,62"
376,"2.882,6",M,CASADO,1993-08-05 00:00:00,"499,99"
377,"76,86",M,CASADO,1982-10-12 00:00:00,"77,58"
378,"82,95",F,CASADO,1994-11-22 00:00:00,"84,6"
379,"4.234,36",F,SOLTEIRO,1953-06-26 00:00:00,"217,14"
380,"231,82",F,Outros,1993-10-14 00:00:00,"226,67"
381,"124,46",F,CASADO,1985-08-27 00:00:00,"62,29"
382,"1.150,24",M,CASADO,1995-11-01 00:00:00,"36,97"
383,"145,66",F,CASADO,1993-05-26 00:00:00,"147,45"
384,"5.154,5",F,CASADO,1995-08-16 00:00:00,"1.562,74"
385,"912,33",F,CASADO,1994-11-01 00:00:00,"351,47"
386,"510,42",F,CASADO,1991-11-24 00:00:00,"171,29"
387,"1.830,69",F,CASADO,1963-12-22 00:00:00,"99,49"
388,"1.582,91",M,Outros,1974-11-21 00:00:00,"1.620,27"
389,"896,83",M,CASADO,1995-05-05 00:00:00,"429,29"
390,"1.658,78",F,SOLTEIRO,1987-03-23 00:00:00,100
391,"2.523,71",M,CASADO,1996-09-08 00:00:00,500
392,"2.389,76",M,CASADO,1994-02-08 00:00:00,"189,2"
393,"1.534,53",M,Outros,1996-09-24 00:00:00,"195,18"
394,"1.022,5",F,CASADO,1996-02-29 00:00:00,"1.042,06"
395,"1.790,26",F,CASADO,1991-09-27 00:00:00,"897,85"
396,"399,08",F,Outros,1988-09-09 00:00:00,"67,71"
397,"3.962,94",F,CASADO,1986-03-15 00:00:00,109
398,"2.290,81",M,CASADO,1994-10-11 00:00:00,"140,37"
399,"4.905,67",M,CASADO,1982-09-11 00:00:00,"48,02"
400,"5.111,75",F,SOLTEIRO,1971-05-23 00:00:00,"5.182,19"
401,"89,66",M,CASADO,1996-10-26 00:00:00,"92,13"
402,"398,79",F,CASADO,1994-04-20 00:00:00,"136,04"
403,"5.113,58",M,CASADO,1985-11-12 00:00:00,"272,92"
404,"861,08",F,CASADO,1997-01-19 00:00:00,"63,99"
405,"640,01",M,Outros,1977-06-03 00:00:00,"164,84"
406,"859,02",M,CASADO,1996-09-23 00:00:00,500
407,"10.610,02",M,CASADO,1976-11-28 00:00:00,"3.242,38"
408,"230,59",F,CASADO,1996-04-04 00:00:00,"218,79"
409,"535,9",F,CASADO,1976-08-17 00:00:00,"547,57"
410,"126,36",F,SOLTEIRO,1997-04-25 00:00:00,"127,64"
411,"148,59",F,SOLTEIRO,1968-04-14 00:00:00,"148,72"
412,"96,26",F,CASADO,1984-11-09 00:00:00,"88,72"
413,"844,98",F,CASADO,1992-12-21 00:00:00,"218,77"
